8_34422658488 3
18_59506802624999 4194304
20_59506802624999 4194304
133_59506802624999 55068890
353_59506802624999 55068890
464_59506802624999 525669794
468_59506802624999 147254639
469_59506802624999 268435456
470_59506802624999 255398545
471_59506802624999 612368384
472_59506802624999 578563204
473_59506802624999 469762048
583_59506802624999 234881024
693_59506802624999 264647231
803_59506802624999 234881024
804_59506802624999 469762048
914_59506802624999 227527760
915_59506802624999 255398545
916_59506802624999 268435456
917_59506802624999 147254639
918_59506802624999 578563204
919_59506802624999 612368384
1030_59506802624999 2637361131
1031_59506802624999 4794089472
1141_59506802624999 2450735540
1251_59506802624999 1805023492
1252_59506802624999 3133145088
1363_59506802624999 2450735540
1364_59506802624999 4794089472
1474_59506802624999 2637361131
1475_59506802624999 3133145088
1585_59506802624999 1805023492
1587_59506802624999 147254639
1588_59506802624999 122726476
1589_59506802624999 115402064
1701_59506802624999 402653184
1811_59506802624999 219511271
1812_59506802624999 224587308
1813_59506802624999 402653184
1925_59506802624999 952206618
1926_59506802624999 1101571702
2036_59506802624999 515584248
2037_59506802624999 583780247
2147_59506802624999 517672262
2148_59506802624999 586612147
2258_59506802624999 1779981639
2368_59506802624999 1668855680
2478_59506802624999 1779981639
2588_59506802624999 1675730838
2698_59506802624999 1779981639
2808_59506802624999 1672642851
2809_59506802624999 1941359540
2810_59506802624999 2743074816
2920_59506802624999 1461338489
3030_59506802624999 1399610045
3140_59506802624999 1461338489
3250_59506802624999 1394691227
3360_59506802624999 1461338489
3470_59506802624999 1416214449
3471_59506802624999 1623358692
3472_59506802624999 2743074816
3474_59506802624999 525669794
3476_59506802624999 111459060
3477_59506802624999 147188963
3478_59506802624999 160189197
3590_59506802624999 415236096
3591_59506802624999 229277107
3701_59506802624999 230875874
3702_59506802624999 415236096
3705_59506802624999 880803840
3774_59506802624999 117765492
3775_59506802624999 209715200
3776_59506802624999 196807308
3777_59506802624999 671088640
3778_59506802624999 636473322
3779_59506802624999 411041792
3889_59506802624999 210229037
3999_59506802624999 223572605
4109_59506802624999 210229037
4110_59506802624999 411041792
4220_59506802624999 250324118
4221_59506802624999 196807308
4222_59506802624999 209715200
4223_59506802624999 117765492
4224_59506802624999 636473322
4225_59506802624999 671088640
4336_59506802624999 2134581638
4337_59506802624999 3791650816
4447_59506802624999 1993757587
4557_59506802624999 2481942335
4558_59506802624999 4135583744
4669_59506802624999 1993757587
4670_59506802624999 3791650816
4780_59506802624999 2134581638
4781_59506802624999 4135583744
4891_59506802624999 2481942335
4894_59506802624999 640068397
5004_59506802624999 552939908
5005_59506802624999 977811309
5115_59506802624999 847851532
5116_59506802624999 984338874
5226_59506802624999 923567675
5227_59506802624999 2204956809
5337_59506802624999 1904664941
5447_59506802624999 1967474554
5557_59506802624999 1912016470
5667_59506802624999 1967474554
5777_59506802624999 1906827779
